Episode,Timestep,Action
823,2,"[[ 0.33557194  0.27098757 -1.8715979   0.7786623   0.14621902 -4.3297935
  -1.2149539   0.551576    0.27546453 -1.5354549   0.20099106  0.9343716
  -1.2058704   1.3428212  -0.09848833  2.1669981  -1.2277083  -1.4300137
  -1.1766746  -0.6520399   0.48282227  0.32769266 -0.33086568  1.5435283 ]]"
824,2,"[[ 1.1787877   0.54279673 -2.7956765   0.74767834 -0.7715888  -4.183813
   0.07456386  0.99549496  2.0532572  -0.31295872 -0.15920721  0.6728048
  -0.9135729   1.6952213  -1.0427057   1.9322203   0.11996746  0.01415592
  -1.3225384  -0.11686194  0.7683231   0.17815638 -0.9857335   1.6054598 ]]"
825,2,"[[ 0.9027288   0.5531753  -2.0068557   0.67753786 -0.7970103  -3.634872
  -0.7236609   0.41881943  2.454916   -0.74051964 -1.0852224  -0.47444564
  -1.624257    0.98600584 -1.746456    1.8044273  -1.0318619  -0.1650449
  -1.4774214  -1.107264   -0.69275796  0.8547871  -1.3393197   2.450284  ]]"
826,2,"[[ 0.46185246 -0.25844675 -2.1087916   0.7132986  -0.76368356 -4.428481
  -0.3861677   0.85134745  1.401366   -0.38653767 -0.06157329  1.2277871
  -0.6880556   1.7581681  -1.3173126   1.174964    0.32576942  0.5567007
  -0.6694051  -0.5622045   0.21252584  0.21476842 -0.89534503  1.7621707 ]]"
827,2,"[[ 2.0706177   0.5213593  -2.701678    0.10093565 -1.1538124  -5.0450273
   0.21918336  2.10639     1.666755    0.8949995   0.03756303  0.3360622
  -0.47224405  0.49252146 -1.1651518   1.8953815  -0.42417824 -0.14532626
  -0.14745742 -0.565185   -1.6244175   0.9835539  -1.4529016   2.05733   ]]"
828,2,"[[ 0.40479428  0.854515   -1.8386946  -0.29874262 -2.0429986  -4.2972183
   0.02273393  0.63311344  0.59351784 -0.21811253 -0.5748952   1.0412992
  -0.56375146  1.7750005  -0.7699665   1.8477095  -0.1441689  -1.6583896
  -1.2264395  -0.89798653 -0.48654407  0.04922265 -0.6970286   1.9124599 ]]"
829,2,"[[ 0.1279707   0.14709723 -2.7125013  -0.25343007 -1.5095218  -4.050149
  -1.2481095   0.3561725   0.92170286 -1.2845627  -0.81458104  0.9350716
  -0.19798505  1.8722917  -0.6454698   2.2215743  -0.06874932 -0.29700366
  -0.59557855 -0.6086035   0.64796615 -0.38776436 -1.4260495   0.06310153]]"
830,2,"[[ 0.63780373  0.5020306  -2.770339    0.04290045 -0.19775152 -5.180823
  -0.43015945  1.1569695   1.1703764  -0.0956451  -0.48065165  1.78613
  -0.6909105   0.07905507  1.5033516   1.4167594  -0.83951527 -1.3648009
   0.22392446 -1.3666954  -0.29951882 -0.60974276 -0.31378397  2.244749  ]]"
831,2,"[[ 0.9797539  -0.01126027 -1.3313223  -0.37756526  0.24093068 -3.5386937
  -0.30248192  1.6023927   1.2093611  -0.47526687 -0.3359192   2.5706844
  -0.6159333   1.0196927  -0.5961612   1.2424644   0.30053905 -0.2222625
  -0.60509706 -1.1097052  -0.20752665  0.7806057  -0.4834295   1.3238893 ]]"
832,2,"[[ 1.1544068   0.796678   -1.9716518  -0.02033901 -1.1128526  -4.2821035
  -0.20901379  2.0661447   1.2430532  -0.33713976 -0.64916396  0.7134311
  -0.7118507   0.43979383 -1.3588393   1.4680583  -0.26555422 -2.1010094
  -1.1146133   0.27234071 -0.4977687   0.62864125 -1.9229105   1.7237694 ]]"
833,2,"[[ 1.6223487   0.73383737 -1.0631702   0.6093409  -0.6522774  -5.537047
   0.39018187 -0.21801198  2.0050702  -0.65067804 -0.6489917   0.84142786
  -1.0730908   2.1896653  -1.7006353   2.4283726  -0.21826686  0.03601515
  -0.3863306  -0.7583278  -0.1512662   1.21226    -0.53439456  1.3215077 ]]"
834,2,"[[ 1.0033567   0.8570314  -1.7185947   1.1709728  -1.330572   -4.94425
  -0.20139739  0.9159615   2.2529805  -0.8336476  -0.59444463  0.38648546
  -1.0209721   1.1865828  -1.1647108   1.0285054   0.50006235  0.12374216
  -0.75273913 -0.1614086  -0.01007363 -0.5114052  -0.6418751   1.6347533 ]]"
835,2,"[[ 0.8125311   0.77033657 -2.43719    -0.51948327 -0.49913996 -5.924986
  -0.31972533  1.7712532   1.9541672  -0.7456528  -0.27209923  1.5682906
  -0.19448024  1.488755   -1.4411274   1.1110083  -0.6703612   0.08536756
  -0.80085194 -0.5997383  -0.21593207  1.5667101  -0.6494363   0.97220886]]"
836,2,"[[ 1.5583465   0.40406406 -2.6179552  -0.05260028 -0.97575796 -4.451299
  -0.1830873   1.157522    2.6263747  -1.4956229   0.88375294  1.7512221
  -1.0452347   1.3711354  -2.0980542   1.7247561   0.3813484  -0.4619552
  -1.0514773  -0.4155432  -0.7019955  -0.86145735 -0.29943     1.7677324 ]]"
837,2,"[[ 2.2066302e+00  2.6942140e-01 -1.9522024e+00  1.2897278e+00
  -2.0895424e+00 -4.1328192e+00 -7.3560759e-02  4.5894623e-02
   2.6490610e+00  2.1218532e-01 -8.8770129e-02  9.0217507e-01
  -4.7836220e-01  1.4510509e+00 -2.1417689e+00  4.2672324e-01
  -1.4178813e-01 -6.6782153e-01 -1.2597046e+00 -8.0442882e-01
   1.4818907e-03 -8.0774891e-01 -2.8223860e-01  2.5559802e+00]]"
838,2,"[[ 0.9707656   0.1610741  -1.2900339  -0.4087589  -0.28981322 -4.5976644
   0.6706114   1.5335834   2.2456849   0.08548921 -0.25414586  1.1322969
  -0.35736293  2.5736885  -1.3501384   1.5641465  -0.5731182  -0.39641833
  -0.44016188 -0.30613244 -0.88163054  0.19313711 -0.645125    0.7817898 ]]"
839,2,"[[ 0.92964315  0.6229219  -1.6525626   0.38415003 -1.4060837  -5.937189
  -0.7943889   1.7212386   0.9011344  -0.18285246 -0.64638     0.8843518
  -0.71948385  2.396338   -2.8528297   1.4387499   0.15957054 -0.45791706
  -1.8289139   0.19799632 -0.34657887  0.733531   -0.8403048   1.8618513 ]]"
840,2,"[[ 1.1019431   0.8194142  -1.9931327   0.05223094 -1.6386585  -4.996135
   1.0962036   1.2387787   0.88236696 -0.31896153 -0.05960968  2.1934838
  -1.8313897   2.2254558  -1.8598318   2.3500779   1.0450537  -1.1776975
  -0.8080424  -1.0842614  -0.09091167 -0.5217716  -1.1886544   0.6937336 ]]"
841,2,"[[ 0.8214206   0.37962064 -2.6342316  -0.4529075  -2.7728672  -4.832527
  -0.19541009  0.91785765  1.4862903  -0.30732867 -0.01943056  0.5490092
  -1.0581943   1.4129238  -0.59679383  2.060805   -0.6363814  -0.59107
  -0.96549726 -1.2719463  -0.16341648  0.8301129   0.39572674  1.7418789 ]]"
842,2,"[[ 0.95436156 -0.05951929 -2.3915696   1.2119305  -0.8687426  -5.080641
   0.38182667  0.9068006   2.2392702  -0.42723292 -1.340524    2.2464647
  -1.7548604   1.4253001  -1.0639844   1.643312    0.3359491  -1.3922492
   0.5890842  -0.9295023   0.28052452  1.0283647  -0.58376896  1.0485306 ]]"
843,2,"[[ 1.3172044e+00 -6.5559149e-04 -1.9629540e+00 -4.0882403e-01
  -2.1216464e+00 -5.0183868e+00 -1.6023222e-01 -2.6233912e-01
   1.8504040e+00  3.7893605e-01  1.0532544e+00  1.2898794e+00
  -9.8698688e-01  1.3428870e+00 -8.3043259e-01  1.1419500e+00
  -6.2168783e-01 -6.3434500e-01 -9.9864221e-01 -5.7755911e-01
   8.6666942e-03  1.2239779e-01 -1.4207172e+00  1.2641258e+00]]"
844,2,"[[ 0.84124255  0.30058762 -2.491385    0.30225664 -2.752689   -5.0062017
  -0.28563303  1.0300876   1.6464409  -0.29842257 -0.8894024   0.3371498
   0.05000603  2.3272653  -1.5068674   1.9158076  -0.5913169  -0.6080421
  -0.8446582  -0.99843407 -1.354074   -0.06434648 -0.8623882   1.2197049 ]]"
845,2,"[[ 1.1041847   0.11613208 -2.7424216  -0.04269268 -0.9947755  -4.6877785
  -0.5795853   0.6385135   1.3291738  -0.30260226  0.12100697  1.9368162
  -0.8982788   2.3056297  -1.7075539   1.4098363  -0.59024006 -0.44601202
  -0.28606647 -1.3270223   0.11085391 -1.0481592  -0.2986137   1.1708128 ]]"
846,2,"[[ 0.44489783 -0.64081705 -2.068294    0.90011704  0.12730515 -4.852164
   0.23153201  1.7514668   2.0187573  -0.6145476   0.0469244   0.8587008
  -0.23110586  2.0741384  -2.0547893   1.6807907  -0.28897724 -0.70055133
  -0.4568194  -1.0426184  -0.4097556   0.5902033  -0.7190919   1.2531452 ]]"
847,2,"[[ 7.4153489e-01  2.0905325e-01 -2.1908395e+00  8.6439121e-01
  -2.2314663e+00 -5.8019094e+00 -8.9927864e-01  1.8478253e+00
   1.1887374e+00 -8.4419209e-01  6.3019478e-01  2.4180131e+00
  -3.1478989e-01  1.4121356e+00 -7.3085737e-01  2.3963695e+00
   3.3084154e-03 -1.5009699e+00 -9.0602183e-01 -1.0197366e+00
  -2.1740562e-01  2.8840825e-01 -1.2473540e+00  2.2936566e+00]]"
848,2,"[[ 0.7882204   0.87512064 -1.3060044   0.49667    -0.15286732 -4.5472665
   0.04233474  0.42920333  1.4752271   0.62948906 -0.39971673  1.4885168
  -0.2116912   1.3098596   0.17156959  2.5273156  -0.278919   -2.5990996
  -0.8875356  -0.784471    0.01101798  0.6072508  -1.1676779   1.5950621 ]]"
849,2,"[[ 1.689666    0.6938739  -1.706524    0.29521582 -1.1984137  -4.694436
  -0.7602365   0.8157283   2.5643368   0.14137253 -0.58570534  1.3843051
  -0.39254323  2.134113   -1.9295583   2.275041    0.23471037 -2.105274
  -0.684689   -1.6773117  -0.9586347   0.06666235 -0.40619943  1.4956957 ]]"
850,2,"[[ 0.37791115  0.97343516 -3.0504048  -0.8880999  -1.4178104  -4.9947934
   0.05157845  0.3128338   1.5287172  -0.751794    0.10387236 -0.60118675
   0.06397152  0.53221047 -2.5833235   2.3669562   0.24946162 -0.05228579
  -0.51090676 -0.46589348 -0.8582056   0.36759648 -1.4700468   2.4362874 ]]"
851,2,"[[ 1.139568   -0.04027706 -2.2344127  -0.45681477 -1.3223293  -4.5952597
   0.21319668  1.5549467   2.019462   -0.5501747  -1.1271996   1.4107878
  -0.42754623  1.1276519  -0.8170099   1.0733941  -0.24642456 -1.1246345
  -0.4162384  -0.9140121  -1.0850447   0.03694385 -1.3087652   1.1723523 ]]"
852,2,"[[ 0.28223366  0.43528247 -1.6279941   0.732716   -0.28011888 -4.916324
  -0.5755033   0.27903086  1.5808575  -0.1478332  -0.6814975   1.989343
  -1.6723909   2.0310874  -0.0686183   1.5690053  -0.26403224 -0.16291672
  -0.72869074 -0.6361744   0.70031285  0.4594978  -0.98453265  2.1572397 ]]"
853,2,"[[ 0.515916    0.9259182  -1.6627488   0.9392152  -0.85716385 -4.567371
  -0.1888204   0.86665654  1.7107283  -0.89224976 -0.40525407  1.043099
  -1.6978098   0.12328863 -0.27187163  2.5911655  -0.9724133  -0.73334455
  -0.8728452  -1.1400732  -0.9851397   1.063896   -1.4138999   0.8568017 ]]"
854,2,"[[-0.40384734  0.6906659  -2.304369    0.8263346  -0.09021151 -4.558793
  -0.06705195  0.38693303 -0.03016055 -1.3959346   0.09833276  0.5593993
  -0.01563394  1.3168166  -0.0310024   1.4347019  -0.18101871 -1.9558713
  -0.04695171 -0.95215213 -0.15885872  0.45776528 -0.9565369   1.4019796 ]]"
855,2,"[[ 0.8602862   0.24695152 -2.0058334   1.0578902  -1.0105063  -4.876594
   0.7512054   1.9470236   2.3889773  -1.0519344   0.09342271  1.0391179
  -0.5433403   1.6871513  -0.5514642   1.4234746  -0.82091033 -0.6864257
  -0.6673098   0.08811939 -0.8115846  -0.3227107  -1.3629729   0.48306334]]"
856,2,"[[ 1.3919828   0.8360423  -2.3657713   0.8742926  -1.0160733  -4.740124
  -0.28783005  0.36746728  2.2690272  -0.52140707  0.54805374  0.00701129
  -0.5294939   1.1287537  -2.5640373   1.8487133   0.1621581  -0.89769274
  -0.50097835 -0.9819699  -1.8475366   0.4539784  -0.6016005   1.9833524 ]]"
857,2,"[[ 0.837388    0.68543565 -2.037279   -0.14301613 -1.3782059  -5.2356033
  -0.06385985  1.8358533   1.3491566  -0.23873883 -0.65360206  1.6342291
  -0.5764297   1.4338388   0.4651147   1.789301   -0.5889922   0.09573752
  -1.1357491  -1.3739334   0.5069     -0.6121382  -1.6683128   1.7644658 ]]"
858,2,"[[ 0.62074834  0.20407188 -2.2903059   0.63947237 -0.0236609  -4.7597265
   0.17969452  0.48999774  0.72812724 -0.59747773 -0.71766746  0.4074602
  -0.8945113   1.3061943  -0.48854285  1.597739   -0.4612776  -1.2157407
  -0.40140232 -0.72157204 -0.7405326   1.0444841  -0.9565213   0.04903197]]"
859,2,"[[ 0.8476433   1.1780342  -3.579103    0.06768506 -1.4332997  -4.7327433
  -0.51413363 -0.30020928  1.147816   -0.71324    -0.47858712  0.9481137
  -0.9809326   1.2164218  -0.4210927   1.4725841   0.26157627 -0.5020446
  -0.3999131   0.48039812 -0.09188642  0.5326763  -0.61254096  1.3955245 ]]"
860,2,"[[ 1.0801729   0.3340668  -2.6445744   0.3692207  -1.5324655  -5.1568913
  -0.65374494  1.461481    1.8615743  -0.6621833   0.95106983  0.83350813
  -0.10582942  0.9678505  -2.2134416   1.494142   -0.4118533  -1.4579955
  -1.5883319  -0.23400235  0.02656129  0.20753574 -1.4280984   2.613043  ]]"
861,2,"[[ 1.0509951   0.22235578 -1.3262618   0.27799422 -1.1169105  -4.939371
   0.7341781   2.7091193   2.2693028   0.09573898 -0.30843315  1.0664387
  -0.6020405   2.5188012  -1.4990139   1.4058315  -0.5146555  -0.21526992
   0.00955194 -0.17824507  0.48020634  0.14517872 -1.2932795   1.9398986 ]]"
862,2,"[[ 0.20898443  0.95273817 -2.013157    0.6706278  -1.3042172  -4.8232613
  -1.1990074   1.1034306   1.9337693   0.30231702  0.5189253  -0.36426163
  -0.7765153   2.1214151  -0.61223733  1.4370496  -0.67149806 -1.6199567
  -0.2853134  -0.8180437  -0.09105328  0.24156211 -1.0491347   1.9753662 ]]"
863,2,"[[ 0.7044359   0.184199   -1.6420655   0.85905874 -1.4444698  -4.446662
   0.64175516  0.32347256  0.46399915 -0.86920846 -0.81782496  0.26868105
  -1.2015663  -0.03484988  0.03642285  1.792547   -1.0491828  -1.3782027
  -0.9235795  -0.93059945 -0.31422445  0.15993758 -0.99691004  1.7906289 ]]"
864,2,"[[ 0.23871124  0.6589038  -1.8221791   0.28614628 -1.8336387  -5.1735044
   0.0178826   0.6645292   0.8081737  -0.15083343 -0.597711    0.12744212
  -0.31982416  1.6668934  -2.1224213   1.9676028  -0.6181251  -1.3713179
  -0.7165764  -0.30318838 -0.7592435  -0.5530108  -0.64618313  1.7518799 ]]"
865,2,"[[ 0.6324644   1.1213384  -2.330923    0.18475072 -0.7243044  -4.4774623
  -0.29804268  1.5164801   1.8198452  -0.47686726  0.18478802  1.7462668
  -0.08569688  0.08578265 -1.5402715   1.3377291  -0.2555012  -0.28503254
  -0.26841235 -0.4803934   0.21108547 -0.42829952 -1.1757336   2.29075   ]]"
866,2,"[[ 1.7213576   0.820311   -3.1914349  -0.7079971  -0.53207195 -4.4246497
   0.41282958  0.08716977  2.3227468  -0.48498726 -0.42956823  0.08983499
  -1.205529    1.0034134  -2.7831478   1.0466287  -0.404099   -0.01451296
   0.29445362  0.29352778 -0.54814005 -0.13661344 -1.5599872   0.5926081 ]]"
867,2,"[[ 0.3022579   0.28141513 -2.7339091   0.63756025 -0.8113439  -4.8681054
  -0.7246753   2.1856413   2.7635272  -0.38001692 -0.79619265  0.83178097
  -0.85227597  0.9683486  -2.167882    1.9917269  -1.3510823  -2.084751
  -0.7517931  -0.98311526 -0.22803031 -0.11435018 -0.57264954  1.2439116 ]]"
868,2,"[[ 1.4146299   0.27028334 -2.0069413   0.8791005  -0.01073205 -4.9452515
  -0.30029464  1.4060881   0.67526084 -0.5640302   0.07516366  0.9693269
  -0.4256459   1.1815804  -1.0203084   0.659291   -0.9539037  -1.3886924
  -0.31735334 -0.27195653  0.0874075   0.25850052 -0.5583456   1.7448677 ]]"
869,2,"[[ 0.9347899   0.54481965 -2.109402    0.22407098 -0.5117265  -4.4883494
  -0.66604334  2.7684784   1.8244263  -1.3069241  -0.48341954  1.2590938
  -1.0847882   2.1761956  -1.0718876   1.1831008  -0.09396642 -0.48172966
  -1.649859   -0.5382008   1.2717966   0.7966442  -1.2325176   2.427693  ]]"
870,2,"[[ 5.7232016e-01  1.9662720e-01 -1.4667606e+00 -1.4577579e-01
  -1.1093836e+00 -4.4969587e+00 -8.1760943e-01  8.2239622e-01
   1.4658902e+00 -4.7781825e-01  2.0737357e-01  5.3767490e-01
  -5.8865654e-01  1.3655710e+00 -8.9344680e-01  1.5202967e+00
   1.6690072e-01 -1.2255739e+00 -2.1987557e-03 -4.9021530e-01
  -9.1066158e-01 -1.3323287e+00 -2.6637682e-01  7.5818235e-01]]"
871,2,"[[ 1.3917525   0.25004977 -2.1245856   1.1785731  -0.2186405  -3.9111032
  -0.10370806  0.2018593   2.0069506  -0.71367645  0.11914881  1.6232064
  -0.9127527   1.9149926  -0.3854605   1.2101328   0.11797389 -1.5338143
   0.05458575 -0.20569158 -0.9427793   1.0628657  -0.6072558   2.143945  ]]"
872,2,"[[ 1.1273116   0.32842323 -1.8061739  -1.070472   -1.5498168  -5.0053563
  -0.28654906 -0.09550822  1.1152534   0.3413415  -0.5273868  -0.00794435
  -1.1077137   0.51322013 -2.1667795   1.4134262  -0.6759157  -0.9376729
  -1.2506611  -0.8737205   0.29761487 -0.37323713  0.10925531  1.7673736 ]]"
873,2,"[[ 0.26012462  0.40342635 -2.7454238   1.146734   -1.2805448  -4.372207
  -0.2370871  -0.04785061  2.548311   -0.532584   -0.81028664  0.41158724
  -0.42547065  1.0880766  -0.96682984  1.5154021   0.01571682 -0.31540245
  -0.21343637 -0.47198224  0.7665373   0.23046282 -0.43347967  1.4271117 ]]"
874,2,"[[ 0.25479323 -0.03322852 -1.6049272  -0.35521087 -1.0839467  -4.4185925
  -1.304256    0.5621647   0.66095585  0.87863886 -0.41893595  2.3238888
  -0.34066936  0.833042   -1.6398091   1.769668   -0.30636793  0.02479726
  -1.0714227  -0.70803535  0.45962328  0.24544865 -0.5889002   2.9672337 ]]"
875,2,"[[ 0.3747825   0.9130759  -1.0467519  -0.04702595 -0.51340544 -4.642903
  -2.1947584   2.246379    1.6180972  -0.4743671  -0.44964397  1.8927622
  -1.1366533   2.3452377  -1.0007004   1.9682869  -0.00663042 -1.260665
  -1.1740675  -0.58055824 -0.3217786   1.9454165  -1.4744949   2.4677415 ]]"
876,2,"[[ 0.8406216   0.92347294 -1.6307921  -0.59604216 -0.46122974 -5.089725
  -0.3630153   1.5030246   1.5847596  -0.97984457 -0.58288735  0.42194527
  -0.44882628  0.9128404  -0.7804612   1.3698717   0.2537462  -0.12660503
  -0.21456984 -0.52432835  0.25559202 -0.22706202 -0.12868512  1.5239261 ]]"
877,2,"[[ 0.9017931   1.054827   -2.159628    0.02580356 -1.8214678  -4.3802776
   0.6472726   2.527318    1.3148305  -1.0699232  -0.9641099   0.7631483
  -0.30349487  1.1003677  -0.35972786  2.4084244  -0.5316416  -1.3857846
  -0.26590803 -0.8576738  -0.10910179 -0.6223288  -0.72469944  1.0381162 ]]"
878,2,"[[ 1.6383265   0.5141851  -1.122492   -0.7357378  -1.7070708  -4.0174527
  -0.28617966  0.8735302   1.2560573   0.29777855 -0.574267    1.602488
  -1.0846376   1.203238   -1.2119591   2.0409596  -0.07779917 -0.9161678
  -1.2085319  -0.26188797 -0.5667167   0.38774407 -0.2625585   1.8648278 ]]"
879,2,"[[ 0.8998602   0.669227   -1.5468372  -0.04867749 -1.9916112  -4.6572
  -0.25425214  1.4009101   1.9156487   0.17731857 -1.188972    1.0290227
  -0.75874007  1.4270911  -1.0194869   0.66390413  0.1337035   0.19217104
  -0.7156445  -1.7436501  -0.18668693 -0.5135978  -0.9792486   1.249985  ]]"
880,2,"[[ 1.0678844e+00  6.5202308e-01 -2.2630091e+00 -1.9869834e-02
  -1.3990668e+00 -4.3821039e+00 -3.5408884e-03  6.7013973e-01
   1.8246034e+00  2.5382459e-01  1.1079334e+00  2.0501363e-01
  -3.0082512e-01  1.2172439e+00 -9.6444243e-01  1.7543260e+00
   7.0544130e-01 -1.0223534e+00 -6.8228436e-01  4.0514296e-01
   1.0053397e+00  1.9918510e-01 -8.5626507e-01  9.6682417e-01]]"
881,2,"[[ 0.70995975  0.47690105 -0.8876482  -0.10637754 -1.4061321  -4.2513123
   0.00956145  1.6567312   1.8409486   0.4676664  -0.05164792  1.2472292
  -0.8647659   0.09241629 -1.1300377   1.9773962  -0.25744146 -1.3724036
   0.21308708 -0.16443568  0.21267733  0.62243235 -0.47354957  2.029159  ]]"
882,2,"[[ 0.06808716  0.58123547 -2.248521    0.14600757 -0.91851085 -4.6608524
  -0.03766915  0.8898945   1.3359978   0.4276021  -0.5049794   1.2048395
   0.47345436  2.2386255  -0.23841584  1.7340533  -0.8517159  -1.5497766
  -0.99907595 -1.2226353  -0.7289461   0.0188259  -0.33178836  0.4914403 ]]"
883,2,"[[ 8.6586130e-01  7.1669018e-01 -2.4013705e+00  3.5936761e-01
   1.3277888e-02 -4.5511689e+00 -5.7671243e-01  1.0240589e+00
   1.6393203e+00  1.1310843e-01 -2.4805516e-03  1.9742196e+00
  -1.1043010e+00  1.6387457e+00 -1.5368623e+00  1.7821488e+00
   2.0549312e-01 -1.4134927e+00 -5.4459780e-01 -7.4201775e-01
  -7.5689614e-01 -2.7761427e-01 -5.3079164e-01  2.0474353e+00]]"
884,2,"[[ 0.9880898   0.3803442  -2.530499   -0.5144061  -0.27653545 -5.190891
  -0.17744616  1.6893191   0.6069171  -0.7806788   0.07091852  0.7511951
  -0.45371398  0.8388075  -1.0015023   1.962945   -0.44780856 -0.9925083
  -0.8341136  -0.76481116 -0.3350246  -0.1033937  -1.6331542   1.7628285 ]]"
885,2,"[[ 1.7280931   1.1946228  -2.2262766   0.10238932 -2.3583803  -4.4758797
  -0.115582    0.67696106  1.6263413  -0.82717025 -0.5459434   0.95199776
  -0.24426168  1.8922064  -1.6484015   1.3912473   0.2390537  -1.5568793
   0.05846429 -0.14355195  0.3237537   0.18710387 -0.7504541   2.3587902 ]]"
886,2,"[[ 0.7958131   0.11819357 -2.5175881  -0.31479692 -0.16761768 -5.076971
  -0.73507434  0.9426627   1.3723247   0.42763954  0.59722537  1.9159147
  -1.1217791   2.5211535  -2.5522234   1.976977    0.655913   -0.8636751
  -1.3775587  -0.0201087  -0.01023695  0.09698092 -0.93575406  0.8649892 ]]"
887,2,"[[ 1.1813624   0.9948293  -2.5446248   0.22803715 -1.7063532  -5.1084447
  -0.30399096  1.2495497   1.1484993  -1.5883987  -1.047553    1.131209
  -1.0759939   1.4481103  -0.17995083  1.3803198  -1.1617582   0.527447
  -1.0359814  -0.55980754 -0.07877843  0.3773513  -0.48196232  1.5287893 ]]"
888,2,"[[ 0.08524066  0.5875412  -2.3658679  -0.09547207 -2.282653   -5.172635
   0.430775    0.91334236  2.137487   -0.87770545 -0.94568855  0.32782495
  -0.5791896  -0.04516935 -2.5619662   1.5986624  -0.6196654  -1.7025456
  -0.03364444 -0.71727395 -0.6869998  -0.4605766  -0.31391165  0.3732537 ]]"
889,2,"[[ 0.6628511   0.66395605 -2.37085     0.15675928 -1.4689506  -4.396226
  -0.31479263  0.47165024  0.901374   -0.47827005  0.476817    0.37451738
  -0.9334689  -0.16864073 -1.5536277   0.88324404 -1.1318047  -0.22326308
  -1.6588198  -1.6367857   0.29411083 -0.9155415  -0.13703161  0.8275122 ]]"
890,2,"[[ 1.1094859   0.8558223  -2.620698   -0.4399621  -0.828547   -4.453477
  -0.44752914 -0.01501274  1.9576329  -1.0001562   0.6887946   1.9461128
  -0.84124374  2.228217   -0.89851344  2.065274    0.45260966 -1.5501783
  -0.60115594 -0.7064423  -0.44452426 -1.7036484  -1.3156893   2.1460238 ]]"
891,2,"[[ 0.5105183   0.6961981  -2.190235   -0.47306618 -1.0303847  -4.413515
  -1.4140302   0.32627606  1.9168806  -0.29997358  0.622223    0.9040388
  -0.89971644  1.2308091   0.02527583  2.709864    0.05972832 -1.0162005
  -0.24916014 -0.903796    0.7073957   0.6128645  -0.87943137  1.6320382 ]]"
892,2,"[[ 0.55445635  1.1906915  -3.0895724  -0.21188346 -1.5702446  -4.3984237
   0.44518137  0.5899729   0.8655274  -0.6374829  -0.1345246   1.4424841
  -0.7268764   0.9844399  -0.11397243  1.6097631  -0.7702729  -1.5739667
  -0.9975542  -1.2385876  -0.4027028   0.5791277  -1.772956    1.5930812 ]]"
893,2,"[[ 1.6815284   0.49610966 -2.470979   -0.04047589 -0.83915645 -5.5506797
  -0.7215815   0.9527916   1.7984425  -1.6076785   0.10358357  0.5039856
  -0.5576398   0.8368158  -0.74958706  1.2295661  -0.03987102 -0.07906473
  -0.6264118  -1.2247375  -0.6235995  -0.04235074 -1.007366    1.6884673 ]]"
894,2,"[[ 0.33391345  0.3817825  -1.5995432  -0.17041856 -0.35753727 -4.61116
   0.07537618 -0.18455672  1.3848032   0.12481037  0.2772864   1.343698
  -0.3086      1.6912332  -0.30226225  2.1295805   0.21013743 -0.9337129
   0.01528043 -0.43194968  0.16569525 -1.3542985  -0.7210443   1.8368096 ]]"
895,2,"[[ 0.5122434  -0.21219373 -1.9920168  -0.05203089 -0.8073635  -4.7185154
  -0.8099875   0.95809114  1.1071744  -0.7245518   0.03714634  1.3565392
  -0.84448606  2.331674   -0.9717523   1.1767374  -0.7330297  -0.80164456
  -0.6326816  -0.76863253 -0.39286995  0.5892903  -0.8433235   0.7814982 ]]"
896,2,"[[ 0.72000724 -0.03375876 -2.0482898  -0.5223387  -1.055154   -4.726602
  -0.58028674  0.5366614   1.5346787  -0.8892417  -1.0698749   1.5053494
  -0.87690157  0.9535517  -0.4655217   1.5242777  -0.47909534 -0.16093326
  -0.8170196  -0.7445102   0.75222504 -0.6242987  -0.59058076  1.4977466 ]]"
897,2,"[[ 0.6448047   1.4229188  -1.8431903   0.3490249  -1.6590459  -5.2151003
   0.09328866  0.5397758   1.4259708  -0.16299628  1.0144409   0.8992241
  -0.43122405  1.3940978  -1.1476563   1.241905   -0.1614913  -0.06465048
  -0.8027767  -1.1827184  -0.48789722 -0.68340635 -0.3553991   1.3472643 ]]"
898,2,"[[ 0.34517157  0.5936883  -2.3911054  -0.27293554 -2.0721145  -4.838188
  -0.08119796  1.0172347   1.8319881   0.28246847 -0.3542785   1.1542374
  -0.4218277   0.54669607 -0.68669116  2.0822532  -0.47744903 -0.3816986
  -1.2738575  -0.7181626  -0.21673349 -0.6714002  -1.2497058   1.3946807 ]]"
899,2,"[[ 1.8873007   0.82965    -2.045025   -1.0345008  -1.4030244  -4.7315316
  -0.6417938   0.58641994  1.8328445  -2.2258906  -0.8654844   0.42406523
  -0.13769305  1.7182968  -2.4656734   2.0613308  -0.31630558 -1.2759675
  -0.30037546 -1.0226562   0.07681239  0.36088967 -0.7243507   0.9031571 ]]"
900,2,"[[ 1.1965168   0.69180465 -2.9152646  -0.9542838  -1.8205934  -4.2103987
   0.80047023  1.44391     1.1489668  -0.19841412 -0.65310454  0.6070254
  -0.9117371   1.0737458  -0.51684684  1.3700597   0.824149   -0.36479828
  -1.2903373  -0.5460885  -0.14570361  0.37842405 -1.0133396   2.765784  ]]"
